측정소명,자치구,회차,수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,SS(㎎/L),pollution_score,날짜,cum_rainfall,flag
초이천,강동구,1,3.8,15.0,1.7,4.4,7.912,0.214,2.1,8.2,3.6,1,2021-02-02,0.0,0.0
고덕천,강동구,1,2.5,13.8,0.9,3.7,4.108,0.06,1.8,7.5,5.6,0,2021-02-04,2.0,0.0
목감천1,구로구,1,5.1,12.5,3.2,8.5,8.235,0.233,4.0,7.6,4.4,2,2021-02-04,1.0,0.0
목감천2,구로구,1,6.2,10.7,3.6,7.5,9.972,0.178,3.8,7.6,5.9,1,2021-02-04,1.0,0.0
성내천,강동구,1,2.2,13.4,1.2,2.6,3.228,0.018,1.7,7.6,2.8,0,2021-02-04,2.0,0.0
안양천10,양천구,1,4.0,10.8,1.8,7.9,9.987,0.068,4.8,7.8,4.0,1,2021-02-04,1.5,0.0
안양천8,구로구,1,11.0,11.0,3.2,9.7,11.652,0.085,5.1,7.2,4.8,2,2021-02-04,1.0,0.0
양재천2,강남구,1,1.4,13.8,1.8,3.2,6.473,0.027,2.0,7.4,1.2,0,2021-02-04,1.0,0.0
우이천,성북구,1,2.8,15.2,1.1,3.4,7.947,0.014,1.9,7.7,0.8,0,2021-02-04,1.0,0.0
중랑천4,노원구,1,8.6,13.0,2.8,5.7,10.832,0.161,3.8,7.4,4.7,0,2021-02-04,2.0,0.0
중랑천6,성동구,1,9.4,11.2,1.7,7.3,15.463,0.091,4.0,7.0,5.0,1,2021-02-04,1.5,0.0
청계천1,중구,1,0.8,14.0,0.4,2.2,2.826,0.009,1.4,7.6,2.4,0,2021-02-04,1.5,0.0
청계천2,성동구,1,0.0,14.3,0.6,2.2,2.963,0.006,1.3,7.8,1.7,0,2021-02-04,1.5,0.0
청계천3,성동구,1,1.5,15.0,0.7,2.4,3.16,0.007,1.3,7.7,1.8,0,2021-02-04,1.5,0.0
탄천6,강남구,1,7.5,10.6,4.1,8.7,11.688,0.185,4.8,6.8,4.3,1,2021-02-04,1.0,0.0
홍제천,마포구,1,1.8,9.1,0.7,3.4,7.686,0.022,1.6,8.0,2.0,0,2021-02-04,2.0,0.0
보광,용산구,1,4.4,12.7,0.9,4.6,4.606,0.035,2.1,7.9,2.2,0,2021-02-08,0.0,0.0
영등포,영등포구,1,3.1,14.1,0.8,5.1,5.744,0.096,2.3,8.0,21.0,0,2021-02-08,0.0,0.0
잠실,송파구,1,2.0,14.2,1.2,4.1,2.793,0.023,1.5,8.3,6.2,0,2021-02-08,0.0,0.0
가양,강서구,2,3.2,13.6,1.1,5.1,5.996,0.04,2.5,7.5,5.4,0,2021-02-08,0.0,0.0
노량진,용산구,2,3.0,13.8,0.9,4.2,5.028,0.058,2.4,8.0,2.8,0,2021-02-08,0.0,0.0
감이천,송파구,2,3.6,14.1,3.7,7.1,5.291,0.177,3.9,8.0,141.0,2,2021-02-17,0.0,0.0
망월천,강동구,2,4.9,14.7,1.7,3.5,4.2,0.064,1.3,8.2,15.8,0,2021-02-17,0.0,0.0
양재천1,서초구,2,4.2,11.7,2.4,5.7,8.187,0.057,2.7,8.2,2.3,0,2021-02-17,0.0,0.0
초이천,강동구,2,2.9,12.5,2.8,5.1,7.069,0.22,2.1,8.0,6.2,1,2021-02-17,0.0,0.0
가양,강서구,3,2.2,14.9,2.4,6.6,6.869,0.1,2.6,8.1,53.2,1,2021-02-17,0.0,0.0
구의,강동구,3,1.8,14.2,1.6,4.2,2.91,0.024,2.2,8.3,5.2,0,2021-02-18,0.0,0.0
노량진,용산구,3,2.7,12.8,1.1,4.4,6.075,0.039,2.6,7.7,4.0,0,2021-02-18,0.0,0.0
안양천9,구로구,3,2.8,11.6,2.9,9.8,12.294,0.123,6.3,7.6,4.5,2,2021-02-18,0.0,0.0
중랑천3,도봉구,3,7.4,12.2,2.2,7.8,12.081,0.261,4.8,7.2,4.7,2,2021-02-18,0.0,0.0
목감천2,구로구,2,6.6,13.4,3.0,7.8,9.678,0.177,4.1,7.9,7.7,1,2021-02-19,0.0,0.0
안양천8,구로구,2,10.6,12.4,3.9,10.3,11.871,0.118,5.5,7.5,10.2,2,2021-02-19,0.0,0.0
가양,강서구,4,7.0,12.5,1.7,5.3,6.173,0.036,2.8,8.4,4.0,0,2021-02-22,0.0,0.0
노량진,용산구,4,5.3,12.1,1.5,4.9,5.517,0.039,2.6,8.0,3.4,0,2021-02-22,0.0,0.0
감이천,송파구,3,9.2,12.9,1.7,4.2,3.794,0.156,2.0,8.2,59.0,1,2021-02-23,0.0,0.0
망월천,강동구,3,10.1,14.7,1.2,3.3,3.084,0.038,1.6,8.5,9.6,0,2021-02-23,0.0,0.0
양재천1,서초구,3,8.7,10.9,2.1,5.7,7.814,0.077,2.6,7.7,16.4,0,2021-02-23,0.0,0.0
초이천,강동구,3,8.4,12.5,2.0,5.5,5.717,0.219,2.2,8.0,3.0,1,2021-02-23,0.0,0.0
목감천2,구로구,3,8.3,9.9,3.0,7.9,9.199,0.204,3.5,7.9,6.4,2,2021-02-25,0.0,0.0
안양천8,구로구,3,10.0,9.7,3.5,12.1,10.54,0.16,5.6,7.5,17.8,2,2021-02-25,0.0,0.0
가양,강서구,1,7.5,11.1,5.6,6.9,4.604,0.072,3.1,7.8,16.4,1,2021-03-03,0.0,0.0
감이천,송파구,1,12.4,11.2,1.6,4.3,6.705,0.074,1.8,7.9,13.2,0,2021-03-03,0.0,0.0
망월천,강동구,1,11.1,13.2,1.5,4.2,4.186,0.092,2.2,8.1,11.2,0,2021-03-03,0.0,0.0
양재천1,서초구,1,10.4,11.0,1.7,4.3,5.967,0.123,1.8,7.9,40.8,1,2021-03-03,0.0,0.0
초이천,강동구,1,10.6,8.6,4.4,5.7,6.74,0.162,1.8,7.8,2.6,0,2021-03-03,0.0,0.0
고덕천,강동구,1,6.8,11.4,2.9,4.8,4.228,0.093,2.3,7.9,11.0,0,2021-03-04,0.0,0.0
목감천1,구로구,1,8.5,9.5,3.3,6.8,7.198,0.133,3.7,6.5,9.6,0,2021-03-04,0.0,0.0
성내천,강동구,1,5.6,9.9,2.7,5.1,3.572,0.147,2.4,7.5,35.6,1,2021-03-04,0.0,0.0
성북천,동대문구,1,8.9,11.4,1.5,2.2,5.178,0.016,1.2,7.2,5.2,0,2021-03-04,0.0,0.0
안양천10,양천구,1,9.3,9.3,5.3,7.9,7.965,0.076,3.9,6.8,43.0,3,2021-03-04,0.0,0.0
양재천2,강남구,1,5.7,12.3,2.1,3.7,4.444,0.036,1.9,6.6,9.8,0,2021-03-04,0.0,0.0
우이천,성북구,1,9.1,13.3,1.6,3.8,4.958,0.021,1.4,7.7,11.8,0,2021-03-04,0.0,0.0
정릉천,동대문구,1,8.8,11.4,1.3,1.7,6.02,0.043,1.0,7.3,1.8,0,2021-03-04,0.0,0.0
중랑천4,노원구,1,9.9,10.5,2.5,6.3,7.979,0.137,3.4,7.5,9.8,0,2021-03-04,0.0,0.0
중랑천5,동대문구,1,7.1,10.7,3.6,5.5,7.438,0.108,2.9,7.5,18.2,0,2021-03-04,0.0,0.0
중랑천6,성동구,1,11.9,9.9,4.1,7.1,12.868,0.225,3.9,6.8,10.4,2,2021-03-04,0.0,0.0
청계천1,중구,1,5.2,12.9,1.4,2.1,2.337,0.011,1.4,7.4,1.8,0,2021-03-04,0.0,0.0
청계천2,성동구,1,6.0,12.7,1.5,2.3,2.504,0.01,1.4,7.3,2.4,0,2021-03-04,0.0,0.0
청계천3,성동구,1,6.9,12.2,1.7,2.7,3.307,0.019,1.4,7.4,3.8,0,2021-03-04,0.0,0.0
탄천6,강남구,1,9.9,9.7,4.1,6.4,8.448,0.075,3.6,7.2,8.4,0,2021-03-04,0.0,0.0
홍제천,마포구,1,7.9,11.7,2.0,2.9,7.461,0.026,1.6,7.1,3.0,0,2021-03-04,0.0,0.0
구의,강동구,1,5.2,13.9,2.2,4.6,2.666,0.034,2.8,8.9,14.3,0,2021-03-05,0.0,0.0
노량진,용산구,1,6.6,12.7,2.5,4.5,3.968,0.074,2.7,7.6,7.4,0,2021-03-05,0.0,0.0
목감천2,구로구,1,12.3,9.7,3.3,8.0,9.249,0.202,3.7,7.7,9.2,2,2021-03-05,0.0,0.0
안양천8,구로구,1,15.7,8.5,4.3,10.8,9.907,0.193,4.7,7.5,19.6,1,2021-03-05,0.0,0.0
안양천9,구로구,1,10.9,8.9,6.4,11.5,9.896,0.136,5.7,7.3,11.5,3,2021-03-05,0.0,0.0
중랑천3,도봉구,1,12.6,10.1,4.2,9.5,8.592,0.244,4.4,7.6,9.1,2,2021-03-05,0.0,0.0
뚝도,성동구,1,8.0,13.1,2.4,5.2,3.126,0.03,2.1,8.1,8.0,0,2021-03-09,0.0,0.0
보광,용산구,1,9.6,10.7,3.0,7.0,6.974,0.075,3.1,7.0,11.8,0,2021-03-09,0.0,0.0
영등포,영등포구,1,7.5,12.8,2.8,6.1,4.226,0.042,2.2,7.4,8.2,0,2021-03-09,0.0,0.0
잠실,송파구,1,8.8,12.6,2.3,5.5,2.539,0.034,1.8,8.8,10.8,0,2021-03-09,0.0,0.0
가양,강서구,2,7.2,13.8,2.7,6.1,3.753,0.039,2.1,7.5,8.6,0,2021-03-09,0.0,0.0
감이천,송파구,2,14.0,13.7,1.1,3.3,4.921,0.072,1.4,8.4,5.4,0,2021-03-09,0.0,0.0
망월천,강동구,2,13.3,14.1,1.0,3.7,4.868,0.052,1.2,8.6,13.0,0,2021-03-09,0.0,0.0
양재천1,서초구,2,11.4,12.0,1.7,4.4,6.185,0.112,1.9,8.0,28.8,1,2021-03-09,0.0,0.0
초이천,강동구,2,12.2,9.4,4.3,5.0,6.319,0.156,2.5,7.9,3.4,0,2021-03-09,0.0,0.0
구의,강동구,2,7.4,13.1,2.5,5.1,2.828,0.045,2.7,8.5,11.2,0,2021-03-11,0.0,0.0
노량진,용산구,2,9.3,12.2,3.0,5.5,4.776,0.064,3.1,7.9,9.5,0,2021-03-11,0.0,0.0
안양천9,구로구,2,13.1,8.8,5.5,9.5,9.48,0.12,5.8,7.4,18.7,3,2021-03-11,0.0,0.0
중랑천3,도봉구,2,13.9,10.2,3.0,8.0,10.098,0.216,4.6,7.5,16.7,2,2021-03-11,0.0,0.0
목감천2,구로구,2,12.7,9.7,3.4,7.9,10.349,0.16,3.7,8.1,12.4,1,2021-03-12,0.0,0.0
안양천8,구로구,2,14.2,10.6,3.8,9.6,10.259,0.132,4.5,7.6,14.0,1,2021-03-12,0.0,0.0
가양,강서구,3,10.0,12.1,3.1,7.0,4.595,0.077,2.8,7.8,21.0,0,2021-03-16,1.0,0.0
감이천,송파구,3,17.1,14.8,1.9,4.5,4.248,0.068,2.0,8.7,13.6,0,2021-03-16,2.5,0.0
망월천,강동구,3,15.9,14.6,1.5,4.7,4.848,0.061,1.6,8.5,14.8,0,2021-03-16,3.0,0.0
양재천1,서초구,3,14.4,11.9,2.2,5.6,7.076,0.104,2.5,8.0,16.6,0,2021-03-16,2.5,0.0
초이천,강동구,3,14.4,10.3,3.7,5.5,5.531,0.164,2.3,8.4,4.0,0,2021-03-16,3.0,0.0
구의,강동구,3,9.4,13.1,2.6,5.0,2.714,0.038,2.8,8.8,7.5,0,2021-03-18,0.0,0.0
노량진,용산구,3,10.9,11.0,2.8,5.6,4.416,0.06,3.2,7.7,8.8,0,2021-03-18,0.0,0.0
목감천2,구로구,3,14.2,10.4,3.1,7.3,9.861,0.187,3.3,8.0,7.3,1,2021-03-18,0.0,0.0
안양천8,구로구,3,16.9,10.8,5.2,11.8,10.974,0.223,5.3,7.6,16.6,4,2021-03-18,0.0,0.0
안양천9,구로구,3,13.9,8.6,5.7,10.7,10.644,0.15,6.5,7.4,11.1,3,2021-03-18,0.0,0.0
중랑천3,도봉구,3,15.1,10.8,3.1,7.7,9.363,0.228,4.7,7.5,7.8,2,2021-03-18,0.0,0.0
가양,강서구,4,10.7,12.5,3.5,6.7,4.135,0.061,3.4,8.9,9.0,0,2021-03-22,0.0,0.0
감이천,송파구,4,17.9,14.7,1.6,4.9,3.475,0.06,1.9,8.0,6.8,0,2021-03-23,0.0,0.0
망월천,강동구,4,15.7,14.3,1.7,5.0,3.837,0.069,1.8,8.1,17.6,0,2021-03-23,0.0,0.0
양재천1,서초구,4,14.1,10.5,1.7,6.7,4.424,0.166,2.3,7.7,40.0,1,2021-03-23,0.0,0.0
초이천,강동구,4,15.4,7.2,5.7,9.0,6.346,0.395,2.7,8.1,3.8,3,2021-03-23,0.0,0.0
구의,강동구,4,10.5,11.7,1.7,4.0,2.579,0.024,2.2,8.2,4.6,0,2021-03-25,0.0,0.0
노량진,용산구,4,12.6,10.4,3.2,6.3,5.812,0.092,3.6,7.6,8.6,0,2021-03-25,0.0,0.0
목감천2,구로구,4,17.2,10.1,3.0,7.6,10.037,0.186,3.7,7.8,10.0,1,2021-03-25,0.0,0.0
안양천8,구로구,4,20.4,10.6,5.1,11.9,9.555,0.225,5.7,7.5,28.4,5,2021-03-25,0.0,0.0
안양천9,구로구,4,15.4,7.8,6.1,10.4,10.536,0.129,6.3,7.4,10.3,3,2021-03-25,0.0,0.0
중랑천3,도봉구,4,16.9,10.7,2.8,7.1,10.005,0.222,4.6,7.5,7.2,2,2021-03-25,0.0,0.0
가양,강서구,5,12.7,10.5,5.9,7.9,5.436,0.148,3.9,8.4,11.4,2,2021-03-29,0.5,0.0
노량진,용산구,5,11.9,9.0,3.4,5.8,5.388,0.138,3.2,7.5,10.0,0,2021-03-29,0.5,0.0
고덕천,강동구,1,13.0,11.6,1.0,4.9,3.64,0.135,2.1,8.1,22.2,0,2021-04-01,0.0,0.0
목감천1,구로구,1,15.1,8.1,1.6,7.1,8.284,0.163,4.1,6.7,5.7,1,2021-04-01,0.0,0.0
성내천,강동구,1,13.5,9.0,2.1,5.8,2.958,0.102,2.5,7.4,22.0,0,2021-04-01,0.0,0.0
성북천,동대문구,1,16.9,11.0,1.1,2.3,4.571,0.019,1.4,7.3,3.1,0,2021-04-01,0.0,0.0
안양천10,양천구,1,14.1,9.3,3.5,7.1,5.495,0.113,3.5,7.1,9.9,1,2021-04-01,0.0,0.0
양재천2,강남구,1,13.7,12.1,1.1,4.2,4.856,0.083,2.2,6.8,11.2,0,2021-04-01,0.0,0.0
우이천,성북구,1,18.0,14.6,1.2,3.1,5.038,0.03,1.7,8.5,2.4,0,2021-04-01,0.0,0.0
정릉천,동대문구,1,14.9,14.1,1.2,1.9,5.994,0.039,1.1,8.0,1.7,0,2021-04-01,0.0,0.0
중랑천4,노원구,1,16.8,11.2,3.0,5.9,6.426,0.145,3.6,7.3,6.3,0,2021-04-01,0.0,0.0
중랑천5,동대문구,1,15.5,10.0,1.9,4.7,6.068,0.111,3.1,7.5,7.0,0,2021-04-01,0.0,0.0
중랑천6,성동구,1,17.5,10.1,3.1,7.2,11.568,0.255,4.3,6.8,4.3,2,2021-04-01,0.0,0.0
청계천1,중구,1,11.6,11.0,0.8,2.5,2.507,0.009,1.6,7.7,1.9,0,2021-04-01,0.0,0.0
청계천2,성동구,1,13.7,11.8,1.1,2.4,2.616,0.008,1.6,7.7,2.2,0,2021-04-01,0.0,0.0
청계천3,성동구,1,15.3,12.4,2.8,2.2,3.224,0.064,1.8,7.9,8.4,0,2021-04-01,0.0,0.0
탄천6,강남구,1,16.4,9.0,2.2,7.4,9.081,0.07,4.5,7.0,2.2,1,2021-04-01,0.0,0.0
홍제천,마포구,1,13.3,9.8,1.7,2.3,6.463,0.052,2.3,7.3,3.4,0,2021-04-01,0.0,0.0
가양,강서구,1,14.0,10.0,3.2,5.7,3.505,0.074,2.4,8.3,7.8,0,2021-04-06,0.0,0.0
감이천,송파구,1,18.1,12.1,1.4,3.8,4.575,0.081,1.6,7.9,11.0,0,2021-04-06,0.0,0.0
망월천,강동구,1,16.9,15.9,1.5,4.2,5.94,0.085,1.8,9.2,19.2,0,2021-04-06,0.0,0.0
양재천1,서초구,1,15.3,12.9,1.5,4.0,5.012,0.081,1.7,8.2,21.6,0,2021-04-06,0.0,0.0
초이천,강동구,1,16.6,9.6,1.5,3.8,4.439,0.13,1.6,7.9,2.0,0,2021-04-06,0.0,0.0
구의,강동구,1,13.2,10.7,1.7,3.8,2.559,0.03,2.3,8.4,7.1,0,2021-04-09,0.0,0.0
노량진,용산구,1,14.5,10.1,2.0,4.1,3.346,0.054,2.8,7.8,6.6,0,2021-04-09,0.0,0.0
목감천2,구로구,1,17.9,10.2,2.8,7.9,8.769,0.193,3.2,7.7,23.0,1,2021-04-09,0.0,0.0
안양천8,구로구,1,20.3,8.5,4.1,10.2,9.315,0.158,4.3,7.6,19.6,1,2021-04-09,0.0,0.0
안양천9,구로구,1,15.4,7.9,5.0,8.7,9.213,0.168,5.5,7.4,11.1,2,2021-04-09,0.0,0.0
중랑천3,도봉구,1,17.7,9.9,2.3,5.5,7.281,0.231,3.6,7.5,17.3,1,2021-04-09,0.0,0.0
가양,강서구,2,14.7,10.7,3.2,6.7,3.514,0.109,2.0,8.7,15.8,0,2021-04-13,7.0,0.0
감이천,송파구,2,16.7,12.9,6.2,7.7,4.291,0.26,3.6,7.5,228.0,4,2021-04-13,7.5,1.0
망월천,강동구,2,19.0,14.3,2.0,5.9,2.224,0.13,2.3,9.5,47.2,1,2021-04-13,10.0,1.0
양재천1,서초구,2,17.9,15.3,1.7,6.6,3.313,0.133,2.0,8.5,29.2,1,2021-04-13,7.5,1.0
초이천,강동구,2,14.9,9.7,4.2,5.3,4.135,0.217,2.0,8.1,2.6,1,2021-04-13,10.0,1.0
암사,강동구,1,14.1,12.0,2.2,5.8,2.417,0.035,2.0,8.7,8.6,0,2021-04-14,0.0,0.0
잠실,송파구,1,13.9,11.7,2.2,5.7,2.613,0.04,2.1,8.4,8.8,0,2021-04-14,0.0,0.0
구의,강동구,2,14.0,11.6,2.6,5.2,2.272,0.039,3.5,9.3,10.4,0,2021-04-15,0.0,0.0
노량진,용산구,2,14.6,10.2,3.6,5.7,3.796,0.116,3.8,7.9,13.5,0,2021-04-15,0.0,0.0
목감천2,구로구,2,17.9,11.4,3.0,8.4,8.27,0.187,3.5,8.0,28.4,2,2021-04-15,0.0,0.0
안양천8,구로구,2,20.2,8.1,3.5,8.9,8.113,0.108,4.0,7.5,13.8,1,2021-04-15,0.0,0.0
안양천9,구로구,2,15.3,8.0,6.2,8.6,8.208,0.204,5.0,7.4,14.3,3,2021-04-15,0.0,0.0
중랑천3,도봉구,2,17.3,9.9,2.3,5.8,6.792,0.237,3.7,7.5,14.4,1,2021-04-15,0.0,0.0
감이천,송파구,3,25.1,17.0,2.2,5.3,3.287,0.086,2.4,9.5,7.6,0,2021-04-21,0.0,0.0
망월천,강동구,3,23.5,15.5,1.2,4.7,2.736,0.049,1.6,9.9,14.6,0,2021-04-21,0.0,0.0
양재천1,서초구,3,19.4,15.0,1.8,5.1,6.324,0.131,2.0,7.9,21.8,0,2021-04-21,0.0,0.0
초이천,강동구,3,22.7,13.8,1.6,4.9,4.878,0.162,1.9,8.9,1.6,0,2021-04-21,0.0,0.0
뚝도,성동구,1,16.3,10.5,2.3,6.4,2.887,0.062,1.5,8.8,10.6,0,2021-04-22,0.0,0.0
보광,용산구,1,17.2,10.3,2.3,6.2,5.665,0.115,2.2,8.1,6.6,0,2021-04-22,0.0,0.0
영등포,영등포구,1,17.3,15.2,3.4,7.9,3.497,0.071,2.0,9.2,11.8,1,2021-04-22,0.0,0.0
가양,강서구,3,18.2,13.7,3.9,8.8,4.639,0.081,2.6,8.9,11.6,1,2021-04-22,0.0,0.0
구의,강동구,3,15.9,11.8,1.9,4.1,2.44,0.026,2.5,9.2,6.8,0,2021-04-22,0.0,0.0
노량진,용산구,3,16.9,11.7,3.0,5.8,3.882,0.074,4.0,8.9,9.9,0,2021-04-22,0.0,0.0
안양천9,구로구,3,19.1,6.8,5.3,9.6,9.798,0.138,5.7,7.4,9.1,3,2021-04-22,0.0,0.0
중랑천3,도봉구,3,20.3,10.1,2.8,6.2,7.425,0.231,3.7,7.7,4.5,1,2021-04-22,0.0,0.0
목감천2,구로구,3,18.1,6.9,3.3,8.9,8.568,0.238,3.8,7.4,22.8,2,2021-04-23,0.0,0.0
안양천8,구로구,3,19.6,7.8,4.1,11.5,9.24,0.205,5.1,7.5,17.6,3,2021-04-23,0.0,0.0
가양,강서구,4,16.9,10.8,3.7,7.3,4.636,0.117,2.4,8.6,17.0,1,2021-04-27,0.0,0.0
감이천,송파구,4,17.2,13.6,1.3,3.7,5.247,0.071,1.6,8.9,8.2,0,2021-04-27,0.0,0.0
망월천,강동구,4,18.8,14.2,4.3,6.9,4.893,0.173,2.9,9.9,148.0,1,2021-04-27,0.0,0.0
양재천1,서초구,4,17.3,11.3,1.5,4.4,7.666,0.113,1.8,7.8,18.8,0,2021-04-27,0.0,0.0
초이천,강동구,4,17.1,9.9,2.3,4.6,4.893,0.158,1.9,8.4,2.2,0,2021-04-27,0.0,0.0
구의,강동구,4,15.6,10.2,2.0,4.1,2.308,0.034,2.5,8.4,11.2,0,2021-04-29,1.0,0.0
노량진,용산구,4,16.7,10.3,4.0,5.8,4.032,0.128,3.6,8.1,19.4,0,2021-04-29,1.5,0.0
목감천2,구로구,4,18.4,8.6,4.7,11.2,9.243,0.319,5.0,7.7,73.0,3,2021-04-29,1.5,0.0
안양천8,구로구,4,20.4,7.8,3.5,9.9,8.21,0.187,4.8,7.5,22.2,1,2021-04-29,1.5,0.0
안양천9,구로구,4,16.7,7.1,5.3,9.0,7.116,0.123,5.9,7.4,12.6,3,2021-04-29,1.5,0.0
중랑천3,도봉구,4,18.2,9.1,4.3,7.2,7.698,0.249,4.6,7.4,7.9,2,2021-04-29,0.0,0.0
가양,강서구,1,18.3,8.2,2.7,6.0,3.958,0.07,2.2,8.3,10.8,0,2021-05-03,0.0,0.0
감이천,송파구,1,15.8,9.0,3.3,7.2,4.531,0.064,3.9,8.0,4.4,1,2021-05-04,15.5,1.0
망월천,강동구,1,16.6,11.4,2.5,6.5,2.759,0.129,2.8,9.2,67.0,1,2021-05-04,15.0,1.0
양재천1,서초구,1,16.5,10.1,2.0,6.0,5.233,0.442,2.0,7.7,15.8,1,2021-05-04,18.0,1.0
초이천,강동구,1,15.3,7.8,14.1,20.8,9.322,1.153,10.2,7.9,866.0,5,2021-05-04,15.0,1.0
고덕천,강동구,1,16.2,10.0,0.8,3.3,2.562,0.092,2.3,8.3,16.0,0,2021-05-06,0.0,0.0
구의,강동구,1,15.7,9.8,0.9,3.7,2.143,0.034,2.3,8.2,8.1,0,2021-05-06,0.0,0.0
노량진,용산구,1,17.1,8.2,1.7,4.5,3.432,0.09,2.7,7.6,6.7,0,2021-05-06,0.0,0.0
목감천1,구로구,1,18.0,8.3,1.4,6.1,5.499,0.183,3.6,7.3,8.3,0,2021-05-06,0.0,0.0
성내천,강동구,1,16.6,5.1,3.1,4.9,3.363,0.164,3.1,7.2,13.8,0,2021-05-06,0.0,0.0
성북천,동대문구,1,14.0,8.0,0.9,2.2,4.573,0.022,1.3,7.2,1.1,0,2021-05-06,0.0,0.0
안양천10,양천구,1,17.5,3.9,5.8,7.9,6.231,0.175,4.1,6.9,9.2,3,2021-05-06,0.0,0.0
안양천9,구로구,1,17.8,7.0,4.6,9.2,8.517,0.237,5.8,7.4,21.8,3,2021-05-06,0.0,0.0
양재천2,강남구,1,15.7,10.6,1.3,4.0,4.047,0.073,2.0,7.0,16.3,0,2021-05-06,0.0,0.0
우이천,성북구,1,21.4,11.2,1.2,4.5,4.034,0.058,2.0,7.8,7.9,0,2021-05-06,0.0,0.0
정릉천,동대문구,1,14.3,10.9,0.7,2.1,5.306,0.071,1.4,7.4,0.9,0,2021-05-06,0.0,0.0
중랑천3,도봉구,1,19.2,8.6,2.2,5.8,6.837,0.273,3.5,7.3,12.8,1,2021-05-06,0.0,0.0
중랑천4,노원구,1,18.9,9.3,0.5,5.2,5.877,0.198,2.8,7.4,8.7,0,2021-05-06,0.0,0.0
중랑천5,동대문구,1,16.6,9.4,0.7,4.6,5.016,0.13,2.5,7.7,9.8,0,2021-05-06,0.0,0.0
중랑천6,성동구,1,20.4,9.2,1.1,5.3,9.094,0.158,3.3,7.5,4.0,0,2021-05-06,0.0,0.0
청계천1,중구,1,15.2,10.4,0.6,1.7,2.228,0.005,1.2,6.8,3.6,0,2021-05-06,0.0,0.0
청계천2,성동구,1,15.0,10.8,0.6,1.8,2.379,0.014,1.3,7.4,2.5,0,2021-05-06,0.0,0.0
청계천3,성동구,1,19.4,9.0,1.1,3.1,3.175,0.073,1.8,7.5,2.3,0,2021-05-06,0.0,0.0
탄천6,강남구,1,18.6,8.1,1.9,5.1,6.07,0.087,3.3,7.0,2.6,0,2021-05-06,0.0,0.0
홍제천,마포구,1,15.5,11.6,1.0,3.3,6.731,0.058,1.9,8.6,1.8,0,2021-05-06,0.0,0.0
안양천8,구로구,1,19.4,6.4,14.7,30.0,10.168,0.604,8.7,7.2,20.4,4,2021-05-07,7.0,1.0
감이천,송파구,2,27.0,14.3,2.0,4.0,3.772,0.052,2.2,9.4,3.8,0,2021-05-12,0.0,0.0
양재천1,서초구,2,21.1,10.9,1.8,5.1,6.868,0.105,2.2,8.0,17.4,0,2021-05-12,0.0,0.0
뚝도,성동구,1,19.4,9.2,1.6,4.4,2.663,0.034,1.8,7.7,4.0,0,2021-05-13,0.0,0.0
보광,용산구,1,20.3,7.8,1.8,5.1,5.01,0.106,2.1,7.3,4.6,0,2021-05-13,0.0,0.0
영등포,영등포구,1,19.6,9.5,1.9,5.0,3.155,0.06,1.8,7.6,7.2,0,2021-05-13,0.0,0.0
잠실,송파구,1,18.1,10.5,1.3,4.5,2.445,0.029,1.7,8.0,4.4,0,2021-05-13,0.0,0.0
가양,강서구,2,19.5,9.7,2.3,5.0,3.214,0.053,1.8,7.6,8.2,0,2021-05-13,0.0,0.0
목감천2,구로구,1,25.2,9.0,4.2,8.9,7.975,0.35,4.6,7.7,60.0,3,2021-05-14,0.0,0.0
노량진,용산구,2,19.4,8.2,1.6,4.5,3.632,0.082,2.7,7.5,10.8,0,2021-05-14,0.0,0.0
안양천8,구로구,2,27.2,8.0,5.5,11.0,8.633,0.414,5.7,7.4,58.0,5,2021-05-14,0.0,0.0
안양천9,구로구,2,23.8,6.5,3.9,10.9,8.253,0.195,6.7,7.5,18.2,2,2021-05-14,0.0,0.0
중랑천3,도봉구,2,23.8,8.0,1.9,6.4,6.984,0.285,4.2,8.8,30.0,2,2021-05-14,0.0,0.0
감이천,송파구,3,25.5,8.6,2.4,7.2,4.553,0.244,2.6,8.1,256.0,3,2021-05-18,0.0,0.0
양재천1,서초구,3,21.4,9.4,1.5,4.5,8.726,0.084,1.7,8.0,17.4,0,2021-05-18,0.0,0.0
가양,강서구,3,19.1,9.0,1.6,4.4,2.519,0.055,1.9,8.5,6.8,0,2021-05-20,1.5,0.0
노량진,용산구,3,18.8,8.9,1.6,4.5,2.794,0.062,2.5,7.7,14.9,0,2021-05-20,1.0,0.0
안양천9,구로구,3,19.6,5.9,3.9,9.4,8.382,0.156,5.6,7.4,19.1,2,2021-05-20,2.5,0.0
중랑천3,도봉구,3,18.6,8.1,1.9,5.6,5.889,0.219,3.4,7.5,29.0,2,2021-05-20,1.0,0.0
목감천2,구로구,2,17.5,6.2,6.3,11.7,11.016,0.548,4.9,7.4,129.0,4,2021-05-21,11.5,0.0
안양천8,구로구,3,18.0,5.1,10.6,15.3,13.91,0.698,5.2,7.0,66.0,5,2021-05-21,11.5,0.0
가양,강서구,4,18.3,9.3,1.7,4.9,2.728,0.066,2.0,8.4,15.2,0,2021-05-25,7.0,1.0
