측정소명,자치구,회차,수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,SS(㎎/L),pollution_score,날짜,cum_rainfall,flag
안양천9,구로구,3,22.4,6.6,1.5,6.1,6.843,0.096,3.8,7.6,2.9,0,2020-09-18,0.0,0.0
중랑천3,도봉구,3,22.9,7.8,4.0,5.2,5.73,0.195,3.0,8.0,5.1,0,2020-09-18,0.0,0.0
가양,강서구,4,21.5,9.1,1.3,3.9,2.481,0.062,2.2,8.3,17.8,0,2020-09-21,0.0,0.0
양재천1,서초구,3,21.2,10.5,1.0,3.0,5.427,0.069,2.1,8.2,4.2,0,2020-09-23,0.0,0.0
감이천,송파구,4,23.0,15.5,1.5,2.8,3.223,0.046,2.2,8.5,6.5,0,2020-09-23,0.0,0.0
망월천,강동구,4,21.9,11.2,2.0,3.2,3.726,0.155,2.3,8.6,13.8,0,2020-09-23,0.0,0.0
초이천,강동구,4,21.0,7.9,2.0,4.4,5.589,0.182,2.2,8.3,8.6,0,2020-09-23,0.0,0.0
목감천2,구로구,3,23.1,9.0,1.2,5.1,6.649,0.126,3.0,7.9,5.7,0,2020-09-24,0.0,0.0
안양천8,구로구,3,25.3,8.5,1.6,6.6,5.832,0.099,3.5,7.7,7.0,0,2020-09-24,0.0,0.0
구의,강동구,4,19.8,9.8,1.5,3.7,2.409,0.039,2.1,8.4,6.1,0,2020-09-24,0.0,0.0
노량진,용산구,4,20.8,9.1,1.4,3.8,2.952,0.048,2.0,8.6,6.0,0,2020-09-24,0.0,0.0
안양천9,구로구,4,21.5,7.5,1.5,6.3,6.831,0.108,3.9,7.8,3.7,0,2020-09-24,0.0,0.0
중랑천3,도봉구,4,22.8,8.7,2.3,4.8,5.988,0.174,2.8,8.2,4.3,0,2020-09-24,0.0,0.0
목감천2,구로구,4,23.3,9.1,1.3,4.9,6.469,0.131,2.8,8.6,8.1,0,2020-09-28,0.0,0.0
안양천8,구로구,4,25.5,8.2,2.1,6.1,5.653,0.111,3.8,8.3,8.1,0,2020-09-28,0.0,0.0
양재천1,서초구,4,19.9,9.1,0.6,3.5,4.512,0.058,1.7,8.0,5.9,0,2020-09-28,0.0,0.0
노량진,용산구,5,20.7,11.1,1.3,4.2,2.664,0.068,2.5,8.2,6.0,0,2020-09-28,0.0,0.0
감이천,송파구,1,20.4,14.7,1.7,3.6,3.6,0.119,1.9,8.6,1.9,0,2020-10-05,0.0,0.0
망월천,강동구,1,19.3,11.7,1.6,4.6,3.636,0.225,1.7,8.5,21.0,1,2020-10-05,0.0,0.0
양재천1,서초구,1,19.7,10.0,0.9,3.6,6.009,0.161,1.7,8.1,5.6,0,2020-10-05,0.0,0.0
초이천,강동구,1,18.4,7.7,2.3,7.3,5.077,0.429,2.5,8.4,190.0,3,2020-10-05,0.0,0.0
가양,강서구,1,18.0,8.4,0.9,4.1,2.853,0.097,2.1,7.8,12.0,0,2020-10-06,0.0,0.0
고덕천,강동구,1,17.3,9.2,0.7,4.8,3.656,0.096,1.5,7.7,7.8,0,2020-10-06,0.0,0.0
목감천1,구로구,1,17.3,8.4,0.8,5.6,7.619,0.109,4.1,7.2,4.2,0,2020-10-06,0.0,0.0
성내천,강동구,1,18.1,8.6,1.5,3.3,2.638,0.075,1.5,7.4,8.6,0,2020-10-06,0.0,0.0
성북천,동대문구,1,17.3,9.9,0.9,2.9,5.314,0.052,1.8,7.4,5.4,0,2020-10-06,0.0,0.0
안양천10,양천구,1,17.5,7.2,0.6,5.5,6.522,0.082,1.1,7.3,6.2,0,2020-10-06,0.0,0.0
양재천2,강남구,1,16.7,10.7,0.7,2.5,4.602,0.041,1.7,7.5,2.8,0,2020-10-06,0.0,0.0
우이천,성북구,1,19.9,13.4,0.6,3.1,5.834,0.041,1.8,8.2,2.4,0,2020-10-06,0.0,0.0
정릉천,동대문구,1,16.8,11.2,0.4,1.8,5.953,0.082,1.8,7.5,1.4,0,2020-10-06,0.0,0.0
중랑천4,노원구,1,20.7,10.1,0.6,4.2,5.803,0.123,1.1,7.2,4.8,0,2020-10-06,0.0,0.0
중랑천5,동대문구,1,18.1,10.1,0.4,3.3,5.601,0.087,1.5,7.7,5.8,0,2020-10-06,0.0,0.0
중랑천6,성동구,1,22.3,8.3,0.7,5.2,11.65,0.147,1.1,7.2,17.6,0,2020-10-06,0.0,0.0
청계천1,중구,1,18.6,9.4,0.2,1.7,1.981,0.0,1.2,8.1,1.2,0,2020-10-06,0.0,0.0
청계천2,성동구,1,17.9,9.4,0.2,1.8,1.946,0.012,1.2,7.8,2.4,0,2020-10-06,0.0,0.0
청계천3,성동구,1,19.2,9.5,0.5,1.6,2.402,0.039,1.2,7.6,3.2,0,2020-10-06,0.0,0.0
탄천6,강남구,1,20.8,8.1,0.7,5.2,7.821,0.083,1.5,7.2,3.6,0,2020-10-06,0.0,0.0
홍제천,마포구,1,15.2,10.3,0.8,2.8,5.679,0.057,1.5,7.4,1.4,0,2020-10-06,0.0,0.0
목감천2,구로구,1,20.4,9.8,1.7,5.3,8.643,0.26,2.9,7.8,7.0,1,2020-10-07,0.0,0.0
안양천8,구로구,1,21.8,8.9,2.3,6.4,5.67,0.174,3.8,7.8,12.2,0,2020-10-07,0.0,0.0
구의,강동구,1,18.2,9.6,0.9,3.6,1.994,0.028,2.2,8.5,5.9,0,2020-10-08,0.0,0.0
노량진,용산구,1,18.7,8.5,1.2,3.7,3.715,0.049,2.3,8.6,4.7,0,2020-10-08,0.0,0.0
안양천9,구로구,1,19.5,8.0,2.1,7.0,7.464,0.093,4.9,7.8,3.6,0,2020-10-08,0.0,0.0
중랑천3,도봉구,1,20.5,8.9,1.8,4.7,6.699,0.168,3.1,8.5,4.5,0,2020-10-08,0.0,0.0
뚝도,성동구,1,18.1,9.6,1.1,4.1,2.641,0.032,1.9,7.3,5.2,0,2020-10-14,0.0,0.0
보광,용산구,1,18.5,9.7,1.4,4.7,6.532,0.123,2.5,7.1,7.6,0,2020-10-14,0.0,0.0
암사,강동구,1,17.7,9.9,0.8,3.4,1.833,0.026,1.7,8.0,4.6,0,2020-10-14,0.0,0.0
영등포,영등포구,1,18.2,9.2,1.0,4.2,3.591,0.051,2.1,7.3,8.2,0,2020-10-14,0.0,0.0
잠실,송파구,1,18.1,10.4,0.9,3.9,2.162,0.024,1.9,8.3,5.4,0,2020-10-14,0.0,0.0
가양,강서구,2,18.2,9.2,1.0,4.4,3.483,0.053,2.0,7.5,8.2,0,2020-10-14,0.0,0.0
구의,강동구,2,16.8,10.0,1.1,3.7,1.976,0.03,2.0,8.7,6.3,0,2020-10-15,0.0,0.0
노량진,용산구,2,17.1,9.1,1.3,4.1,3.634,0.048,2.2,8.5,7.6,0,2020-10-15,0.0,0.0
목감천2,구로구,2,15.8,9.1,1.0,5.3,8.441,0.106,3.1,8.0,3.0,0,2020-10-15,0.0,0.0
안양천8,구로구,2,18.3,8.8,1.0,6.5,7.346,0.058,4.0,7.8,3.9,0,2020-10-15,0.0,0.0
안양천9,구로구,2,16.3,9.2,1.2,6.5,7.839,0.072,4.3,8.0,5.2,0,2020-10-15,0.0,0.0
중랑천3,도봉구,2,17.8,9.3,1.7,4.8,7.41,0.123,3.0,8.1,4.1,0,2020-10-15,0.0,0.0
목감천2,구로구,3,17.0,9.5,1.4,6.4,6.81,0.111,3.5,7.8,6.3,0,2020-10-21,0.0,0.0
안양천8,구로구,3,18.6,8.8,1.5,8.7,6.478,0.122,4.4,7.7,9.6,1,2020-10-21,0.0,0.0
감이천,송파구,2,17.3,15.1,1.4,3.1,3.827,0.011,1.5,8.7,1.2,0,2020-10-22,0.0,0.0
망월천,강동구,2,17.0,13.7,1.8,4.5,3.561,0.102,1.9,8.7,24.6,0,2020-10-22,0.0,0.0
양재천1,서초구,2,18.6,10.1,1.1,3.6,6.677,0.057,1.9,8.3,10.8,0,2020-10-22,0.0,0.0
초이천,강동구,2,16.3,9.3,1.0,4.1,4.758,0.113,1.6,8.5,1.8,0,2020-10-22,0.0,0.0
가양,강서구,3,16.4,10.7,0.7,4.5,3.956,0.065,2.3,8.1,13.2,0,2020-10-22,0.0,0.0
구의,강동구,3,15.4,10.2,1.2,3.9,2.382,0.033,2.5,8.5,8.0,0,2020-10-23,0.0,0.0
노량진,용산구,3,15.4,9.1,1.1,3.8,4.827,0.045,2.9,8.8,6.4,0,2020-10-23,0.0,0.0
안양천9,구로구,3,15.0,9.1,1.8,7.8,9.501,0.096,5.8,7.8,5.7,2,2020-10-23,0.0,0.0
중랑천3,도봉구,3,17.1,9.4,1.7,5.0,7.572,0.105,3.0,8.4,4.4,0,2020-10-23,0.0,0.0
가양,강서구,4,15.6,10.0,0.8,4.4,3.918,0.036,2.5,8.8,5.0,0,2020-10-26,0.0,0.0
감이천,송파구,3,16.3,15.0,1.1,2.8,3.559,0.024,1.6,8.7,1.4,0,2020-10-28,0.0,0.0
망월천,강동구,3,17.0,13.9,2.0,4.6,3.542,0.12,2.2,8.5,22.6,0,2020-10-28,0.0,0.0
양재천1,서초구,3,18.8,10.7,2.2,5.8,6.406,0.087,2.5,8.2,11.4,0,2020-10-28,0.0,0.0
초이천,강동구,3,15.1,9.6,1.7,3.6,4.642,0.137,1.9,8.4,1.4,0,2020-10-28,0.0,0.0
구의,강동구,4,14.2,10.8,1.8,4.3,2.94,0.036,2.9,8.7,8.3,0,2020-10-29,0.0,0.0
노량진,용산구,4,14.8,9.2,1.1,3.9,5.064,0.045,2.8,8.3,6.0,0,2020-10-29,0.0,0.0
목감천2,구로구,4,15.8,10.8,1.5,6.5,7.73,0.148,3.3,7.9,4.6,0,2020-10-29,0.0,0.0
안양천8,구로구,4,17.9,10.2,1.6,7.7,7.73,0.076,4.4,7.8,2.4,1,2020-10-29,0.0,0.0
안양천9,구로구,4,15.3,8.8,2.4,7.3,10.044,0.114,4.6,7.9,7.7,1,2020-10-29,0.0,0.0
중랑천3,도봉구,4,17.1,9.4,1.5,5.1,7.335,0.12,3.6,8.1,4.3,0,2020-10-29,0.0,0.0
목감천2,구로구,1,12.7,10.7,3.1,6.8,6.652,0.119,4.1,8.0,9.3,0,2020-11-03,0.5,0.0
안양천8,구로구,1,13.8,9.2,2.5,7.5,7.022,0.046,5.1,7.8,2.9,2,2020-11-03,0.5,0.0
가양,강서구,1,12.3,9.8,0.7,4.5,4.059,0.039,1.9,7.6,8.0,0,2020-11-04,0.0,0.0
감이천,송파구,1,12.2,11.6,1.5,3.4,3.565,0.02,1.9,8.3,1.8,0,2020-11-04,0.0,0.0
뚝도,성동구,1,13.1,9.7,0.7,4.0,3.433,0.024,2.1,7.7,5.8,0,2020-11-04,0.0,0.0
망월천,강동구,1,12.0,12.0,2.0,5.5,3.845,0.075,2.3,8.5,17.6,0,2020-11-04,0.0,0.0
보광,용산구,1,13.3,9.3,1.0,4.4,4.581,0.049,2.5,7.3,5.0,0,2020-11-04,0.0,0.0
양재천1,서초구,1,12.8,11.0,1.4,4.1,5.637,0.064,2.5,8.3,4.0,0,2020-11-04,0.0,0.0
영등포,영등포구,1,11.8,10.3,0.6,4.2,4.052,0.034,2.2,7.6,7.6,0,2020-11-04,0.0,0.0
초이천,강동구,1,11.5,8.9,6.9,11.0,4.22,0.088,2.3,8.1,2.9,2,2020-11-04,0.0,0.0
고덕천,강동구,1,9.5,11.2,0.7,3.2,3.256,0.058,1.6,7.5,12.8,0,2020-11-05,0.0,0.0
구의,강동구,1,12.3,10.7,1.3,3.8,2.436,0.033,2.3,8.6,5.7,0,2020-11-05,0.0,0.0
노량진,용산구,1,12.7,9.3,1.2,4.2,4.238,0.05,2.4,8.6,6.4,0,2020-11-05,0.0,0.0
목감천1,구로구,1,13.4,11.1,0.9,5.6,7.138,0.12,3.3,7.9,2.0,0,2020-11-05,0.0,0.0
성내천,강동구,1,11.4,8.7,1.4,3.8,3.083,0.039,2.3,7.5,4.8,0,2020-11-05,0.0,0.0
성북천,동대문구,1,10.1,8.6,0.7,2.3,5.577,0.016,1.2,7.6,0.6,0,2020-11-05,0.0,0.0
안양천10,양천구,1,11.9,8.0,0.4,6.6,6.755,0.052,4.2,7.6,3.8,0,2020-11-05,0.0,0.0
안양천9,구로구,1,13.4,9.5,1.9,7.1,9.177,0.087,4.4,7.9,3.5,1,2020-11-05,0.0,0.0
양재천2,강남구,1,9.5,11.2,0.4,3.4,5.214,0.049,2.2,7.5,2.6,0,2020-11-05,0.0,0.0
우이천,성북구,1,9.4,12.6,0.2,3.0,5.578,0.024,1.7,8.0,1.0,0,2020-11-05,0.0,0.0
정릉천,동대문구,1,11.6,11.7,0.2,2.1,5.948,0.048,0.9,8.1,3.0,0,2020-11-05,0.0,0.0
중랑천3,도봉구,1,15.5,9.7,1.9,5.7,7.173,0.105,3.1,7.9,8.7,0,2020-11-05,0.0,0.0
중랑천4,노원구,1,15.0,9.7,0.7,4.6,6.521,0.085,2.8,7.6,10.2,0,2020-11-05,0.0,0.0
중랑천5,동대문구,1,11.5,10.8,0.6,4.3,6.113,0.049,2.7,7.7,2.0,0,2020-11-05,0.0,0.0
중랑천6,성동구,1,17.1,9.0,0.9,6.1,12.584,0.091,3.9,7.6,12.0,0,2020-11-05,0.0,0.0
청계천1,중구,1,12.8,11.0,0.3,2.6,2.289,0.012,1.4,7.7,1.8,0,2020-11-05,0.0,0.0
청계천2,성동구,1,11.3,11.0,0.3,2.4,2.612,0.007,1.5,7.4,0.6,0,2020-11-05,0.0,0.0
청계천3,성동구,1,11.0,10.6,0.8,3.1,2.527,0.021,1.6,7.8,1.0,0,2020-11-05,0.0,0.0
탄천6,강남구,1,15.6,9.0,0.7,6.5,9.121,0.091,3.8,7.3,2.4,0,2020-11-05,0.0,0.0
홍제천,마포구,1,9.6,12.4,0.3,3.0,7.373,0.021,1.5,8.1,0.2,0,2020-11-05,0.0,0.0
암사,강동구,1,11.7,11.9,0.9,3.7,1.954,0.022,2.0,7.9,5.6,0,2020-11-09,0.0,0.0
잠실,송파구,1,11.7,11.9,0.8,3.6,2.09,0.024,2.3,7.8,5.0,0,2020-11-09,0.0,0.0
가양,강서구,2,12.3,10.9,1.4,4.6,5.095,0.102,2.1,8.0,14.8,0,2020-11-10,0.0,0.0
목감천2,구로구,2,15.0,10.1,3.0,8.2,8.249,0.081,3.5,7.8,5.8,1,2020-11-11,0.0,0.0
안양천8,구로구,2,16.3,11.6,1.6,6.8,7.753,0.047,4.3,7.7,3.8,0,2020-11-11,0.0,0.0
구의,강동구,2,11.0,10.9,0.8,3.6,2.427,0.021,2.0,8.6,4.1,0,2020-11-12,0.0,0.0
노량진,용산구,2,12.1,9.9,0.9,4.0,4.662,0.03,2.3,8.8,3.5,0,2020-11-12,0.0,0.0
안양천9,구로구,2,13.9,8.7,4.4,8.9,9.681,0.084,5.4,7.7,5.9,2,2020-11-12,0.0,0.0
중랑천3,도봉구,2,15.1,10.1,1.6,5.1,7.944,0.069,3.1,8.5,3.8,0,2020-11-12,0.0,0.0
감이천,송파구,2,14.8,14.1,1.6,3.5,3.429,0.034,1.8,8.6,2.3,0,2020-11-13,0.0,0.0
망월천,강동구,2,13.8,11.4,1.4,3.6,3.484,0.072,1.5,8.6,22.6,0,2020-11-13,0.0,0.0
양재천1,서초구,2,14.4,10.5,1.4,3.9,6.982,0.059,2.3,7.9,2.7,0,2020-11-13,0.0,0.0
초이천,강동구,2,13.4,10.3,7.5,11.9,3.539,0.124,2.8,8.3,7.3,2,2020-11-13,0.0,0.0
목감천2,구로구,3,15.7,8.9,2.7,6.0,7.937,0.126,3.5,7.8,5.8,0,2020-11-17,0.0,0.0
안양천8,구로구,3,17.8,11.1,1.8,7.7,7.09,0.067,4.4,7.7,3.8,1,2020-11-17,0.0,0.0
가양,강서구,3,14.5,9.2,1.0,4.4,4.549,0.036,1.9,8.0,22.2,0,2020-11-18,7.5,0.0
감이천,송파구,3,15.2,7.9,4.5,7.0,4.048,0.295,5.0,8.2,13.8,1,2020-11-18,6.0,0.0
망월천,강동구,3,16.2,9.1,2.8,5.0,3.263,0.12,3.6,8.4,35.6,1,2020-11-18,6.5,0.0
양재천1,서초구,3,16.4,8.6,3.2,6.8,6.647,0.117,6.1,7.8,12.0,1,2020-11-18,5.0,0.0
초이천,강동구,3,15.3,7.8,4.6,7.2,4.18,0.174,5.4,8.0,3.9,2,2020-11-18,6.5,0.0
구의,강동구,3,11.5,10.5,1.2,3.7,2.184,0.042,2.0,8.6,7.9,0,2020-11-20,0.0,0.0
노량진,용산구,3,11.6,10.0,3.2,4.8,3.189,0.09,2.4,8.7,12.5,0,2020-11-20,0.0,0.0
안양천9,구로구,3,12.4,8.4,5.7,8.3,4.95,0.2,4.5,8.0,27.2,3,2020-11-20,0.0,0.0
중랑천3,도봉구,3,12.6,9.1,5.7,6.0,5.665,0.2,3.2,8.4,9.6,1,2020-11-20,0.0,0.0
가양,강서구,4,10.9,11.0,1.2,4.0,3.156,0.056,2.0,7.9,9.2,0,2020-11-23,0.0,0.0
감이천,송파구,4,9.8,11.6,1.5,7.0,4.843,0.171,1.8,8.2,95.0,1,2020-11-24,0.0,0.0
망월천,강동구,4,10.9,10.9,1.0,4.1,3.703,0.08,1.2,8.4,16.4,0,2020-11-24,0.0,0.0
양재천1,서초구,4,11.8,9.5,1.1,3.4,5.91,0.055,1.7,7.9,37.6,1,2020-11-24,0.0,0.0
초이천,강동구,4,9.5,8.5,1.6,3.5,4.597,0.155,1.8,8.2,1.3,0,2020-11-24,0.0,0.0
구의,강동구,4,9.1,11.0,0.7,3.3,2.314,0.022,1.8,8.6,3.4,0,2020-11-26,0.0,0.0
노량진,용산구,4,9.5,10.2,1.0,3.5,3.831,0.036,2.1,8.8,3.1,0,2020-11-26,0.0,0.0
목감천2,구로구,4,12.3,9.1,1.5,5.1,8.373,0.11,3.3,7.5,10.4,0,2020-11-26,0.0,0.0
안양천8,구로구,4,13.9,8.9,2.5,7.4,7.88,0.125,5.1,7.6,15.6,2,2020-11-26,0.0,0.0
안양천9,구로구,4,11.8,9.0,2.4,7.5,10.08,0.111,5.1,7.9,9.0,2,2020-11-26,0.0,0.0
중랑천3,도봉구,4,13.0,9.4,1.4,4.8,7.428,0.078,3.2,8.3,2.6,0,2020-11-26,0.0,0.0
노량진,용산구,5,7.9,11.2,0.7,4.0,4.524,0.04,2.1,8.1,3.0,0,2020-11-30,0.0,0.0
목감천2,구로구,1,8.9,9.9,2.0,5.0,8.814,0.081,3.2,7.6,4.2,0,2020-12-01,0.0,0.0
안양천8,구로구,1,10.5,10.0,3.3,8.1,9.422,0.215,5.4,7.7,6.2,3,2020-12-01,0.0,0.0
가양,강서구,1,8.0,11.2,0.9,4.1,4.334,0.052,2.0,7.5,5.0,0,2020-12-02,0.0,0.0
감이천,송파구,1,7.1,11.4,2.2,5.2,4.214,0.1,2.4,8.4,57.0,1,2020-12-03,0.0,0.0
고덕천,강동구,1,5.6,11.8,0.3,2.0,3.706,0.047,1.4,8.0,3.8,0,2020-12-03,0.0,0.0
망월천,강동구,1,7.7,11.3,1.4,3.6,4.048,0.076,1.7,8.6,30.8,1,2020-12-03,0.0,0.0
목감천1,구로구,1,8.7,13.0,1.5,5.4,7.566,0.091,3.2,7.5,2.8,0,2020-12-03,0.0,0.0
성내천,강동구,1,6.0,9.9,0.8,3.0,2.897,0.047,2.0,7.5,5.6,0,2020-12-03,0.0,0.0
성북천,동대문구,1,6.8,11.6,0.1,1.6,5.612,0.012,1.1,7.2,1.0,0,2020-12-03,0.0,0.0
안양천10,양천구,1,8.7,9.8,1.1,6.8,7.729,0.093,4.5,7.4,3.0,0,2020-12-03,0.0,0.0
양재천1,서초구,1,9.5,12.5,2.1,4.8,7.378,0.042,2.1,8.2,3.6,0,2020-12-03,0.0,0.0
양재천2,강남구,1,5.3,12.4,0.2,3.1,6.231,0.031,2.0,7.4,2.0,0,2020-12-03,0.0,0.0
우이천,성북구,1,5.4,13.4,0.1,2.6,6.596,0.015,1.6,8.0,3.2,0,2020-12-03,0.0,0.0
정릉천,동대문구,1,9.8,9.4,0.6,2.3,6.883,0.115,1.2,7.0,4.8,0,2020-12-03,0.0,0.0
중랑천4,노원구,1,10.7,11.0,0.5,3.3,6.741,0.041,2.8,7.5,1.6,0,2020-12-03,0.0,0.0
중랑천5,동대문구,1,6.7,11.3,0.5,3.8,7.227,0.039,2.6,7.7,3.4,0,2020-12-03,0.0,0.0
중랑천6,성동구,1,12.4,9.8,1.4,5.8,13.582,0.08,3.9,9.1,9.4,0,2020-12-03,0.0,0.0
청계천1,중구,1,8.4,12.1,0.1,1.9,2.57,0.006,1.4,6.8,1.8,0,2020-12-03,0.0,0.0
청계천2,성동구,1,6.4,12.3,0.2,1.9,2.781,0.006,1.4,7.2,0.8,0,2020-12-03,0.0,0.0
청계천3,성동구,1,5.6,12.3,0.3,2.2,2.851,0.013,1.6,8.0,0.8,0,2020-12-03,0.0,0.0
초이천,강동구,1,7.1,10.1,1.6,3.8,5.539,0.147,1.9,8.1,2.0,0,2020-12-03,0.0,0.0
탄천6,강남구,1,11.8,8.8,1.6,6.4,10.616,0.134,4.3,7.1,2.6,0,2020-12-03,0.0,0.0
홍제천,마포구,1,6.6,12.7,0.2,2.7,8.686,0.025,1.5,7.7,0.8,0,2020-12-03,0.0,0.0
감이천,송파구,2,7.9,12.5,1.8,3.4,5.246,0.17,2.1,8.5,39.6,1,2020-12-07,0.0,0.0
망월천,강동구,2,8.8,11.8,1.1,2.6,3.942,0.039,1.2,8.6,14.0,0,2020-12-07,0.0,0.0
양재천1,서초구,2,10.3,12.0,1.9,3.7,7.667,0.039,2.8,8.2,6.1,0,2020-12-07,0.0,0.0
초이천,강동구,2,7.7,10.9,1.6,3.5,5.566,0.136,1.7,8.1,1.9,0,2020-12-07,0.0,0.0
목감천2,구로구,2,7.8,11.7,2.0,4.9,8.733,0.106,3.1,7.8,3.9,0,2020-12-09,0.0,0.0
안양천8,구로구,2,10.8,12.5,2.1,7.8,8.84,0.203,4.9,8.0,6.3,2,2020-12-09,0.0,0.0
구의,강동구,1,5.9,12.2,0.9,3.4,2.439,0.018,1.8,8.6,4.1,0,2020-12-10,0.0,0.0
노량진,용산구,1,7.1,11.2,1.0,3.9,4.752,0.039,2.3,8.7,2.9,0,2020-12-10,0.0,0.0
안양천9,구로구,1,9.9,9.7,2.2,8.4,9.924,0.123,5.4,7.8,4.0,2,2020-12-10,0.0,0.0
중랑천3,도봉구,1,10.9,10.5,1.8,5.5,9.42,0.063,3.3,8.3,3.1,0,2020-12-10,0.0,0.0
노량진,용산구,2,4.9,12.8,0.8,4.0,4.572,0.038,2.3,8.2,2.4,0,2020-12-14,0.0,0.0
가양,강서구,3,5.5,13.5,1.0,4.5,4.755,0.049,2.5,8.8,5.0,0,2020-12-14,0.0,0.0
보광,용산구,1,4.1,11.9,0.9,4.5,4.33,0.048,2.3,8.4,5.4,0,2020-12-15,0.0,0.0
영등포,영등포구,1,3.6,12.4,0.9,4.3,4.743,0.039,2.3,8.1,4.4,0,2020-12-15,0.0,0.0
잠실,송파구,1,5.8,12.9,1.2,3.8,2.488,0.02,1.8,8.2,3.4,0,2020-12-15,0.0,0.0
노량진,용산구,3,2.9,14.0,0.9,4.0,5.18,0.046,2.3,8.0,2.8,0,2020-12-21,0.0,0.0
가양,강서구,4,3.3,16.2,1.0,4.4,5.201,0.033,2.2,7.3,2.8,0,2020-12-21,0.0,0.0
노량진,용산구,4,4.3,12.5,0.7,3.9,5.342,0.036,2.2,8.1,2.3,0,2020-12-28,1.0,0.0
가양,강서구,5,5.6,12.1,0.9,4.6,5.597,0.049,2.4,8.4,2.0,0,2020-12-29,0.0,0.0
노량진,용산구,1,1.4,13.4,0.9,4.0,5.326,0.042,2.2,8.4,2.4,0,2021-01-04,0.0,0.0
가양,강서구,1,1.8,14.2,1.1,4.7,5.546,0.04,2.2,8.1,2.4,0,2021-01-05,0.0,0.0
고덕천,강동구,1,1.8,14.4,0.9,7.3,4.544,0.038,1.3,7.3,4.0,1,2021-01-12,2.0,0.0
목감천1,구로구,1,3.7,13.9,3.8,2.8,11.82,0.161,3.8,7.6,5.8,0,2021-01-12,2.0,0.0
성내천,강동구,1,1.1,13.0,0.9,2.6,3.408,0.021,1.8,7.1,1.0,0,2021-01-12,2.0,0.0
성북천,동대문구,1,1.5,13.7,0.7,1.7,5.849,0.012,1.2,7.6,0.6,0,2021-01-12,0.0,0.0
안양천10,양천구,1,2.5,12.5,2.1,7.4,12.228,0.083,4.6,7.8,2.0,1,2021-01-12,2.0,0.0
양재천2,강남구,1,0.1,14.5,1.3,2.1,7.665,0.032,2.3,6.0,2.2,0,2021-01-12,2.0,0.0
우이천,성북구,1,0.2,15.6,0.7,1.8,8.643,0.013,1.8,7.3,0.2,0,2021-01-12,2.5,0.0
정릉천,동대문구,1,2.2,14.0,0.6,2.7,6.38,0.023,0.9,7.7,0.2,0,2021-01-12,0.0,0.0
중랑천4,노원구,1,6.4,12.8,1.6,5.3,11.756,0.097,3.7,7.1,1.4,0,2021-01-12,2.0,0.0
중랑천5,동대문구,1,1.1,13.3,3.5,5.9,12.497,0.121,3.8,7.2,3.6,0,2021-01-12,0.0,0.0
중랑천6,성동구,1,9.0,11.5,2.9,7.8,17.299,0.269,4.6,7.0,4.6,2,2021-01-12,1.5,0.0
청계천1,중구,1,1.1,14.9,1.1,3.4,2.876,0.011,1.5,7.3,1.4,0,2021-01-12,2.5,0.0
청계천2,성동구,1,0.5,15.3,0.9,3.0,3.057,0.008,1.3,7.6,1.2,0,2021-01-12,1.5,0.0
청계천3,성동구,1,0.1,15.5,0.7,1.9,3.358,0.009,1.3,7.5,0.4,0,2021-01-12,1.5,0.0
탄천6,강남구,1,6.7,13.0,3.2,7.3,13.09,0.159,4.2,6.8,2.0,1,2021-01-12,2.0,0.0
홍제천,마포구,1,0.4,14.8,1.4,3.4,9.22,0.023,1.5,7.9,0.8,0,2021-01-12,0.0,0.0
잠실,송파구,1,2.1,14.1,0.7,3.7,2.916,0.018,1.4,8.3,2.6,0,2021-01-14,0.0,0.0
구의,강동구,2,1.1,14.2,0.8,3.3,2.94,0.042,1.8,8.7,2.5,0,2021-01-14,0.0,0.0
노량진,용산구,2,2.1,12.5,1.3,4.3,6.348,0.093,2.5,7.7,2.8,0,2021-01-14,0.0,0.0
안양천9,구로구,2,6.1,10.6,3.8,8.8,13.69,0.15,5.8,7.5,3.8,2,2021-01-14,0.0,0.0
중랑천3,도봉구,2,8.5,11.7,3.6,7.0,10.305,0.153,4.4,7.4,5.2,0,2021-01-14,0.0,0.0
노량진,용산구,3,1.9,12.4,0.9,4.3,6.057,0.081,2.6,7.8,2.2,0,2021-01-18,0.0,0.0
가양,강서구,3,1.9,13.9,1.2,4.5,6.443,0.046,3.5,8.2,3.2,0,2021-01-21,7.5,0.0
가양,강서구,4,5.0,12.9,1.2,4.9,5.697,0.036,2.3,8.2,2.6,0,2021-01-25,0.0,0.0
노량진,용산구,4,5.0,14.2,1.5,4.7,6.291,0.06,2.6,8.2,3.1,0,2021-01-25,0.0,0.0
노량진,용산구,1,3.6,12.3,1.4,4.9,5.854,0.058,2.5,7.8,4.2,0,2021-02-01,1.0,0.0
가양,강서구,1,3.7,14.4,1.8,4.1,6.505,0.066,2.9,8.2,22.6,0,2021-02-02,0.0,0.0
감이천,송파구,1,4.4,15.2,2.3,5.4,7.37,0.149,2.7,8.6,132.0,1,2021-02-02,0.0,0.0
망월천,강동구,1,5.8,15.1,1.9,3.2,5.392,0.051,2.1,8.4,7.4,0,2021-02-02,0.0,0.0
양재천1,서초구,1,5.5,13.5,2.1,4.7,9.484,0.046,2.4,8.8,2.3,0,2021-02-02,0.0,0.0
